StartTime,Label,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Age,Height,Weight,Gender
22.07.2024 20:11,Dip,"3.218346357345581,2.2259232997894287,2.861217737197876,4.777270317077637,7.2095746994018555,7.635497093200684,8.302495956420898,8.69910717010498,7.529614448547363,7.5702924728393555,4.030709743499756,5.356333255767822","9.586843490600586,9.547362327575684,10.213763236999512,7.786843299865723,7.135995388031006,5.907878875732422,5.351547718048096,4.936991214752197,6.654439926147461,7.22871732711792,8.58185863494873,7.1718878746032715","0.14117653667926788,-0.3002992272377014,1.8460626602172852,0.5222335457801819,1.583450436592102,2.416750907897949,3.9487555027008057,3.1680972576141357,1.0971091985702515,1.0103694200515747,-0.16031911969184875,-0.2476571500301361","-0.1036943718791008,-0.35643985867500305,-0.4225660264492035,-0.4098905920982361,-0.44623705744743347,-0.13454307615756989,0.408974289894104,0.4046982228755951,0.32299500703811646,0.3975205719470978,-0.09147707372903824,-0.04642575979232788","0.6235406994819641,0.10354165732860565,0.4352414906024933,0.4153883755207062,0.06475171446800232,-0.25793784856796265,-0.8643743395805359,-0.8976664543151855,-0.5274821519851685,-0.6269004344940186,0.2938261926174164,0.8243626356124878","1.0503827333450317,1.2536481618881226,1.381929874420166,1.3069461584091187,0.6653849482536316,0.04138612002134323,-1.021519422531128,-1.3460415601730347,-1.881770372390747,-1.739438772201538,0.11530081182718277,0.983951210975647",28,178,79,male
22.07.2024 20:11,Dip,"5.000999450683594,3.008376359939575,6.348158359527588,6.626922130584717,7.832306861877441,8.868997573852539,8.469993591308594,7.407580852508545,4.334598064422607,4.387240409851074","7.294519901275635,8.69372272491455,6.089135646820068,7.195217609405518,6.193821430206299,5.784648895263672,5.586642742156982,6.91765022277832,8.828319549560547,8.817551612854004","-0.666999340057373,0.28953152894973755,-0.013160524889826775,2.2510478496551514,2.48315167427063,3.4127633571624756,1.4219348430633545,2.0231316089630127,1.2089736461639404,-0.22492532432079315","-0.394618958234787,-0.408974289894104,-0.57436603307724,-0.5248859524726868,0.08460483700037003,0.4108068645000458,0.5259549617767334,0.5659666657447815,0.10216721147298813,-0.266184538602829","-0.45555275678634644,0.3854559659957886,0.749531626701355,0.07238753139972687,-0.6378960609436035,-0.6867652535438538,-0.7663304209709167,-0.5836817622184753,-0.09437867999076843,0.2171625941991806","1.2327260971069336,1.412473201751709,1.0705413818359375,0.6580545902252197,-0.5925393104553223,-1.1117748022079468,-1.528690218925476,-1.4486669301986694,-1.052215337753296,0.20295998454093933",28,178,79,male
22.07.2024 20:11,Dip,"4.7264227867126465,5.047060966491699,5.673980712890625,6.6006011962890625,7.40399169921875,10.03310489654541,8.612366676330566,8.413763046264648,6.816553592681885,6.907480716705322,3.4061830043792725","6.496513366699219,7.248457908630371,7.585845947265625,6.796812534332275,6.671787738800049,5.173282623291016,5.605785369873047,5.200799942016602,6.82014274597168,6.940980434417725,8.69791030883789","1.1802598237991333,0.18364913761615753,1.2687941789627075,0.8578268885612488,1.9728822708129883,1.8580267429351807,4.3758745193481445,3.2416765689849854,2.2229323387145996,0.3445664644241333,-0.6580262184143066","-0.030085112899541855,-0.14446963369846344,-0.4155410826206207,-0.6727153658866882,-0.06994406878948212,-0.10002918541431427,0.4005748927593231,0.41859540343284607,0.4430300295352936,-0.11224649101495743,-0.01924225501716137","0.7487680912017822,0.6143777370452881,0.7269296646118164,0.5322163701057434,0.44058656692504883,-0.18035796284675598,-0.6032294034957886,-0.6429356932640076,-0.7832819819450378,0.4612032473087311,0.6963863968849182","1.241125464439392,1.2909109592437744,1.4605787992477417,1.3063353300094604,0.44577890634536743,-0.2921462953090668,-1.4130840301513672,-1.5972598791122437,-1.4219415187835693,0.27611109614372253,1.2473868131637573",28,178,79,male
22.07.2024 20:11,Dip,"5.62373161315918,4.329214572906494,5.194818019866943,6.557530403137207,7.034300327301025,8.523234367370605,8.8648099899292,9.29312515258789,9.08674430847168,7.583453178405762,7.486543655395508,5.240880012512207,4.325026988983154,4.3519463539123535,1.6534404754638672","7.87358283996582,7.250850677490234,6.363711833953857,7.728816986083984,8.10807991027832,5.650650501251221,5.326423168182373,4.302893161773682,4.796412944793701,6.421139717102051,6.7316083908081055,7.579265594482422,8.508278846740723,7.098906517028809,10.337592124938965","-0.4331009089946747,0.5587241053581238,0.8871390223503113,1.5481562614440918,1.3920245170593262,1.677966833114624,3.31884503364563,3.090928554534912,2.89172625541687,1.628315806388855,1.2765709161758423,0.39601215720176697,-0.47976094484329224,-0.30209386348724365,-0.22911277413368225","-0.23319780826568604,-0.4766276180744171,-0.4674646258354187,-0.4479169547557831,-0.24083362519741058,0.01817324012517929,0.2658790946006775,0.2912299931049347,0.2678644061088562,0.2762638032436371,0.13973543047904968,0.009926560334861279,-0.1362229436635971,-0.038026362657547,-0.12263119965791702","0.877966046333313,0.5697845816612244,0.256868839263916,0.508698046207428,-0.16737708449363708,-0.18081611394882202,-0.5827654600143433,-0.6989825367927551,-0.6716463565826416,-0.7397578358650208,-0.4115704596042633,0.06520986557006836,0.4660901725292206,0.09040805697441101,-0.0006108652451075613","1.4517213106155396,1.2067643404006958,1.2027937173843384,0.8712465763092041,0.13973543047904968,-0.29016098380088806,-1.0749701261520386,-1.1800389289855957,-1.3041973114013672,-1.2318097352981567,-1.013272762298584,-0.5218316316604614,0.1342376321554184,-0.035582900047302246,-0.07269296050071716",28,178,79,male
22.07.2024 20:13,Dip,"2.173879384994507,2.1164517402648926,0.7280163168907166,4.160520553588867,5.947360515594482,5.454439163208008,8.379066467285156,7.165307521820068,7.4709906578063965,5.314459323883057,5.875576019287109,3.8183467388153076","9.588040351867676,8.995817184448242,8.7176513671875,6.979265213012695,6.278168201446533,5.992824077606201,1.0462616682052612,0.7429714202880859,1.8245272636413574,5.358726501464844,6.747759819030762,8.23250675201416","2.485544443130493,2.60339093208313,2.5459632873535156,4.219742774963379,4.651647090911865,6.248258113861084,7.664809226989746,8.982057571411133,7.024729251861572,5.793023586273193,5.0949177742004395,2.0470597743988037","-0.13255776464939117,-0.04046982154250145,-0.493731826543808,-1.03037691116333,-1.1412489414215088,-1.4498887062072754,-1.5683965682983398,-1.0491610765457153,0.24083362519741058,1.363603949546814,1.4998269081115723,1.9088011980056763","0.07651086896657944,0.03894266113638878,0.90728759765625,-0.1872301995754242,-0.1589776873588562,0.32879820466041565,0.3139847218990326,0.12476922571659088,-0.36224308609962463,-0.2594650089740753,-0.3854559659957886,0.021532999351620674","0.2321287989616394,0.26710084080696106,0.5787948369979858,1.1995866298675537,1.3619240522384644,1.2651019096374512,1.250593900680542,0.8678867816925049,-0.769079327583313,-1.3794864416122437,-1.6549866199493408,-1.357953429222107",28,178,79,male
22.07.2024 20:13,Dip,"1.6091731786727905,-0.841675341129303,5.6590256690979,4.646861553192139,9.82373332977295,7.112665176391602,6.869195461273193,3.218944549560547,4.90408992767334","8.037490844726562,8.062616348266602,6.780063152313232,6.85244607925415,0.9302098155021667,2.5537400245666504,3.3583266735076904,8.4562349319458,7.0654072761535645","2.796013355255127,1.5565310716629028,5.581258773803711,6.994818687438965,7.350152969360352,7.817351341247559,6.811169624328613,4.381856441497803,1.6151553392410278","1.7968600988388062,-0.7374670505523682,-1.9546160697937012,-1.9254472255706787,-1.2553280591964722,0.33597588539123535,0.8622363209724426,1.6386460065841675,1.6468926668167114","0.8486445546150208,0.4836525619029999,-0.3084869384765625,0.1082758679986,-0.020616702735424042,0.07238753139972687,-0.32330042123794556,-0.3400992155075073,-0.6684392690658569","-1.0054842233657837,0.8724682927131653,1.7176003456115723,1.7223345041275024,0.7431175708770752,-0.34162637591362,-0.8150469660758972,-1.462716817855835,-1.671938180923462",28,178,79,male
22.07.2024 20:13,Dip,"3.019742250442505,2.936591625213623,3.5024940967559814,7.087540626525879,6.364908218383789,6.756134510040283,4.7365922927856445,6.0466628074646,2.1230318546295166","4.2622151374816895,7.036095142364502,9.061020851135254,3.1387851238250732,1.5397813320159912,0.9774680733680725,5.040481090545654,6.2051873207092285,8.635098457336426","4.155136585235596,3.088535785675049,4.311866283416748,6.897909641265869,9.131608963012695,8.424530029296875,7.046862602233887,5.426921844482422,2.0572292804718018","1.076344609260559,-1.153160810470581,-1.545030951499939,-1.7130188941955566,-0.6427829265594482,-0.23029619455337524,1.1264355182647705,1.2081387042999268,1.5517504215240479","-0.30711251497268677,0.024587325751781464,0.3827070891857147,0.1739438772201538,0.6162103414535522,0.03573561832308769,-0.18356500566005707,-0.46150869131088257,-0.9628763198852539","-0.9137017130851746,1.5036448240280151,1.8574885129928589,1.7519614696502686,0.6754642724990845,-0.347276896238327,-1.271515965461731,-1.686446189880371,-1.8304576873779297",28,178,79,male
22.07.2024 20:13,Dip,"3.889533281326294,1.7150555849075317,5.384449005126953,7.615756034851074,5.458028316497803,6.389434814453125,7.464410305023193,5.482554912567139,4.557130813598633,3.1178479194641113,3.349353551864624,1.1324033737182617,1.7341982126235962","5.350351333618164,6.557530403137207,7.491329669952393,3.4983067512512207,3.328416347503662,2.111665964126587,2.1672990322113037,5.019543647766113,6.485745906829834,7.728816986083984,8.458029747009277,8.951549530029297,9.122636795043945","4.794618606567383,2.287538528442383,5.777470111846924,6.000600814819336,8.25404167175293,8.186444282531738,6.829713821411133,6.2775702476501465,4.71445894241333,4.3417768478393555,2.709871530532837,1.5236297845840454,1.211964726448059","1.133460521697998,-0.503047525882721,-1.648267149925232,-1.4618005752563477,-1.2460123300552368,-0.48029279708862305,0.03756821155548096,1.1032226085662842,1.19607412815094,1.2432634830474854,0.9954048991203308,0.7281513810157776,0.4288274049758911","-0.0806342139840126,1.8654297590255737,0.4014911949634552,0.564592182636261,0.2532036304473877,-0.2148718535900116,-0.3312416672706604,-0.28817567229270935,-0.28359419107437134,-0.3738495409488678,-0.44516804814338684,-0.3625485301017761,-0.05161811411380768","-1.0015136003494263,0.09437867999076843,1.9248363971710205,1.3663527965545654,1.0888673067092896,-0.01725694350898266,-0.5671883821487427,-0.8782715201377869,-1.3558154106140137,-1.3506230115890503,-1.1861475706100464,-0.8680394887924194,-0.5723807215690613",28,178,79,male
22.07.2024 20:13,Dip,"1.2299108505249023,1.00259268283844,0.381655216217041,1.7132610082626343,2.7254250049591064,3.7710886001586914,6.2398834228515625,6.736992359161377,6.825526714324951,6.244070529937744,6.7345991134643555,4.157529354095459,1.618146300315857","9.747162818908691,9.257232666015625,9.70349407196045,8.993423461914062,8.455039024353027,7.950751304626465,4.488935470581055,3.25663161277771,1.0169496536254883,1.7443677186965942,1.9166508913040161,5.539384365081787,9.354142189025879","1.0510473251342773,1.1359925270080566,1.0372886657714844,1.4141582250595093,2.5525436401367188,4.353142738342285,5.520241737365723,6.711269378662109,8.10269546508789,8.84207820892334,7.564310550689697,6.5712890625,3.3128628730773926","-0.032070424407720566,-0.04444044828414917,-0.026572637259960175,-0.38347065448760986,-0.7509061098098755,-1.080162525177002,-1.2748757600784302,-1.0548115968704224,-0.7446447610855103,-0.0032070425804704428,0.7930558323860168,1.3822352886199951,1.5745052099227905","0.12828169763088226,0.14996741712093353,0.40591996908187866,0.3972151279449463,0.7883216142654419,0.1258382350206375,0.29046642780303955,0.399200439453125,0.23640485107898712,0.09162978827953339,-0.21090123057365417,-0.02321287989616394,-0.7011205554008484","0.06062837690114975,-0.025045474991202354,0.2174680233001709,0.664315938949585,1.0288498401641846,1.460120677947998,1.6055065393447876,1.2243266105651855,0.6056728959083557,0.23808473348617554,-0.7667886018753052,-1.6223053932189941,-1.831526756286621",28,178,79,male
22.07.2024 20:13,Dip,"4.997410297393799,4.683351993560791,4.366302967071533,5.653043270111084,7.817351341247559,7.5942206382751465,5.287539958953857,7.425527095794678,4.202992916107178,3.1004998683929443","5.86421012878418,8.834300994873047,8.606385231018066,4.389034748077393,2.825923442840576,1.8969101905822754,3.57906436920166,4.2987060546875,7.552346706390381,9.038887977600098","4.155136585235596,3.0484559535980225,3.793820381164551,5.414957523345947,7.005586624145508,7.905886173248291,8.217551231384277,4.773082733154297,4.044468402862549,1.1832507848739624","1.2055425643920898,-0.6130032539367676,-0.9039278626441956,-1.176831841468811,-1.1427761316299438,-0.43127086758613586,0.40026944875717163,0.9167560338973999,1.2608258724212646,1.249372124671936","-1.4227051734924316,-0.770606517791748,0.11621711403131485,0.4308127164840698,0.25106561183929443,0.20005837082862854,0.00931569468230009,-0.4862487316131592,-0.13973543047904968,-0.9665415287017822","-1.0126618146896362,1.0658071041107178,1.4294246435165405,1.4955508708953857,1.1609493494033813,0.15943582355976105,-0.6597344875335693,-1.1635456085205078,-1.3781119585037231,-1.5505287647247314",28,178,79,male
22.07.2024 20:13,Dip,"1.7228323221206665,5.353342533111572,4.18564510345459,6.354140758514404,6.425925254821777,6.618547439575195,7.432705402374268,4.6271209716796875,3.8745779991149902,3.418147087097168,2.20737886428833,1.9417755603790283,2.035693883895874,1.9268203973770142,0.9966106414794922,0.6041877269744873,-0.14057832956314087,-0.7890332937240601,-0.8273184299468994","4.075575351715088,7.042675018310547,7.004988193511963,4.330410957336426,3.6574294567108154,2.341377019882202,1.6995022296905518,6.8380889892578125,7.315456867218018,8.636893272399902,8.411968231201172,10.198808670043945,9.176474571228027,9.415159225463867,9.54078197479248,9.183652877807617,9.19023323059082,9.78963565826416,9.724431037902832","3.9290146827697754,4.420739650726318,5.736792087554932,6.362515449523926,8.11944580078125,8.281558990478516,7.253243446350098,5.989833354949951,3.813561201095581,2.00518536567688,1.9268203973770142,2.059622049331665,1.0648061037063599,0.5168496966362,1.205384373664856,1.5248262882232666,1.8131613731384277,1.7491533756256104,1.7252250909805298","0.22296582162380219,-1.0184650421142578,-1.3765848875045776,-1.370781660079956,-0.7113525867462158,-0.3784310221672058,0.41340306401252747,1.1285735368728638,1.1169670820236206,1.0667234659194946,0.6517932415008545,0.2477058619260788,0.14752395451068878,-0.08857546001672745,-0.2200642079114914,-0.044135015457868576,-0.14706580340862274,-0.0029016099870204926,0.04230241850018501","0.346818745136261,0.4631885588169098,0.6879869699478149,0.15714508295059204,0.4567744731903076,-0.17806722223758698,-0.06872233748435974,-0.10797043144702911,-0.8391761183738708,-0.8115344643592834,-0.299018532037735,-0.1511891484260559,-0.5774203538894653,-0.19975294172763824,0.33735033869743347,0.7666358947753906,0.18280142545700073,0.18310685455799103,0.2577851414680481","-0.6843217611312866,1.5641204118728638,1.3681854009628296,1.0074695348739624,0.6374378800392151,0.0835358202457428,-0.6432411074638367,-1.1980594396591187,-1.5848898887634277,-1.2492194175720215,-1.0900890827178955,-0.4792237877845764,-0.020311269909143448,0.025503624230623245,-0.1238529309630394,-0.5574145317077637,-0.35475999116897583,-0.2200642079114914,-0.16401731967926025",28,178,79,male
22.07.2024 20:31,Dip,"1.2263215780258179,1.1820544004440308,1.342971682548523,2.675175666809082,2.2510478496551514,3.8285162448883057,8.46161937713623,11.792428016662598,8.797212600708008,12.465409278869629,9.647860527038574,9.282357215881348,6.901498794555664,3.803989887237549,3.834498405456543,1.1443674564361572","9.645467758178711,9.482755661010742,9.546764373779297,8.645268440246582,7.816154956817627,5.644070625305176,5.469992637634277,-0.16390834748744965,-9.0514497756958,-6.678966045379639,-0.26620152592658997,2.557927370071411,7.806583881378174,7.740781307220459,7.133602619171143,9.657432556152344","-0.1339980661869049,0.4043870270252228,0.20578274130821228,0.607776939868927,-0.2709871530532837,0.1621137410402298,0.3278166949748993,0.6263213157653809,0.97926265001297,0.519242525100708,2.094916343688965,-2.0512471199035645,-1.9022940397262573,-1.628315806388855,-1.059422254562378,0.3200400173664093","-0.07269296050071716,0.032681290060281754,0.06520986557006836,-0.0354301854968071,0.2860376536846161,0.5264131426811218,0.26053401827812195,-0.09926560521125793,-0.9381362795829773,0.21700987219810486,1.235474944114685,0.9308059215545654,-0.8124507665634155,-0.4628831446170807,-0.308792382478714,-0.5378668308258057","0.09086620807647705,0.23273965716362,0.32498031854629517,0.24404066801071167,0.7625125646591187,1.048397421836853,0.23579397797584534,0.0607810914516449,1.2322678565979004,-0.012064588256180286,-0.9808968901634216,-0.3315471112728119,-1.522887110710144,-0.997848391532898,-0.27550023794174194,-0.7678576111793518","0.01038470957428217,-0.02733621932566166,0.027030786499381065,0.19456058740615845,0.9237809777259827,1.8135062456130981,2.724611759185791,3.5717291831970215,3.556152105331421,0.7675521969795227,-1.5978707075119019,-3.399923324584961,-3.1331279277801514,-2.7197248935699463,-2.517681121826172,-2.450485944747925",27,196,83,male
22.07.2024 20:31,Dip,"2.940180778503418,1.088136076927185,4.971088886260986,9.486345291137695,15.433706283569336,7.914859294891357,11.25045394897461,10.05284595489502,9.856635093688965,7.926823139190674,2.8594231605529785,2.592623233795166","9.132805824279785,8.34736156463623,7.396214962005615,5.694917678833008,-2.950948476791382,-8.642276763916016,-6.818347930908203,-1.5930216312408447,2.9383862018585205,6.736992359161377,7.0648088455200195,9.739984512329102","0.4773681163787842,-0.3397808074951172,0.43489551544189453,0.26141586899757385,1.9417755603790283,3.064009428024292,1.4033905267715454,1.2867404222488403,-1.042074203491211,-0.40378883481025696,-0.5856433510780334,-1.3848460912704468","-0.5664247870445251,-0.1618792861700058,0.020463986322283745,0.7150177955627441,0.17241671681404114,-0.11270463466644287,-1.0123564004898071,-0.4482223689556122,1.0906999111175537,0.44486260414123535,-0.3675881624221802,-0.2952006161212921","-0.29794952273368835,0.39797869324684143,0.4268420934677124,1.5322027206420898,0.156686931848526,0.23075434565544128,1.455997347831726,0.024129176512360573,-0.9863946437835693,-0.5343543887138367,-1.3041973114013672,-1.2360857725143433","-1.0693196058273315,0.0988074541091919,0.24602597951889038,1.577559471130371,2.7899742126464844,3.7681221961975098,4.561330795288086,1.243721604347229,-2.127338171005249,-3.263242244720459,-2.67757511138916,-2.1670444011688232",27,196,83,male
22.07.2024 20:31,Dip,"2.8827531337738037,3.178266763687134,2.7020950317382812,4.095315933227539,9.316454887390137,12.662219047546387,8.985647201538086,11.151151657104492,9.516255378723145,7.442276477813721,5.98026180267334,2.8103702068328857,4.8538408279418945","8.952147483825684,9.219545364379883,6.821937561035156,7.000202655792236,3.0586254596710205,-2.1990039348602295,-8.049455642700195,-6.644270420074463,-1.9148563146591187,2.7397818565368652,9.618548393249512,7.776673793792725,8.217551231384277","-0.8327022790908813,-0.9756734371185303,-0.9720842242240906,0.7046862840652466,-0.5258227586746216,1.7754744291305542,3.462414264678955,1.2376874685287476,0.020937198773026466,-0.5126622319221497,-1.8699909448623657,-1.174277663230896,-0.5533402562141418","-0.1973094791173935,-0.5673410892486572,-0.5004513263702393,0.03741549700498581,0.0529925599694252,-0.09789115190505981,0.7359399199485779,0.7486153841018677,0.21914790570735931,0.12018773704767227,-1.1592695713043213,-0.20570887625217438,0.4482223689556122","-0.30405816435813904,-0.8724682927131653,-0.13515393435955048,-0.032681290060281754,0.00045814894838258624,0.32330042123794556,2.1171061992645264,1.9285016059875488,0.7089090943336487,0.9162978529930115,1.5347989797592163,0.18570303916931152,-1.2223412990570068","-2.2605068683624268,-2.528676748275757,0.14248432219028473,0.16737708449363708,0.03344487398862839,-0.09346238523721695,0.8509352803230286,1.478141188621521,2.7007880210876465,3.4776558876037598,3.832568645477295,1.0370965003967285,-1.0438159704208374",27,196,83,male
22.07.2024 20:31,Dip,"1.8269200325012207,2.26959228515625,2.4472594261169434,3.835096597671509,5.542375564575195,11.700304985046387,9.838089942932129,8.831908226013184,8.906085968017578,9.7938232421875,9.771689414978027,6.332006931304932,4.30588436126709,4.11625337600708,3.4229328632354736","10.479366302490234,9.135796546936035,8.211568832397461,7.527820110321045,6.341578006744385,0.9720842242240906,-5.944369792938232,-7.678567886352539,-5.815755367279053,-0.4911268353462219,5.42153787612915,7.0025954246521,5.623133182525635,8.1553373336792,8.763712882995605","-0.3756731450557709,0.39481574296951294,0.6652047038078308,-0.7591229677200317,-1.3926228284835815,-0.3290131092071533,-1.1102696657180786,4.546961307525635,1.2083754539489746,0.7435696125030518,-0.9511470198631287,-1.8113667964935303,-1.6169499158859253,-0.7758727669715881,-0.6448656916618347","0.6933320760726929,0.03756821155548096,-0.7079927921295166,-0.7333437204360962,-0.5768095254898071,-0.6963863968849182,-0.3295617997646332,-0.24755313992500305,0.08796459436416626,0.8875871896743774,0.32757648825645447,0.2275473028421402,-0.6695083379745483,-0.16630806028842926,0.22632557153701782","-1.2980886697769165,-0.8420777320861816,-1.1980594396591187,-0.7437284588813782,0.17776179313659668,-1.0546588897705078,-0.2054034322500229,-0.26313021779060364,0.3836233615875244,1.3461942672729492,0.8950703144073486,0.33429601788520813,0.65958172082901,0.8087855577468872,-0.6517932415008545","-3.1561880111694336,-2.928182601928711,-2.923448324203491,-2.4022276401519775,-2.6258041858673096,-1.8102991580963135,-0.26542094349861145,-0.11148291081190109,0.3023782968521118,1.7172949314117432,2.6358835697174072,3.7365100383758545,3.6057848930358887,1.8985692262649536,-0.23151792585849762",27,196,83,male
22.07.2024 20:31,Dip,"2.1415762901306152,3.181257724761963,3.119642496109009,3.483351469039917,7.064210414886475,9.384052276611328,11.00279712677002,8.389236450195312,9.809974670410156,10.814960479736328,9.368498802185059,7.488338470458984,4.870590686798096,4.792823791503906,3.38105845451355,1.5248262882232666","9.716654777526855,8.281558990478516,6.1944193840026855,8.329415321350098,4.573880672454834,3.6538400650024414,-1.5595221519470215,-7.913662910461426,-5.343173027038574,-4.338785648345947,1.6295121908187866,5.236692428588867,6.40438985824585,6.309873104095459,9.135198593139648,9.613762855529785","0.34695929288864136,0.04666004329919815,0.16031911969184875,-0.1621137410402298,-0.8111668825149536,-1.475175142288208,0.6592226624488831,2.640479803085327,2.7846474647521973,1.3908281326293945,0.380458801984787,-1.8771693706512451,-1.698904037475586,-0.6400800347328186,-0.8841479420661926,0.13519448041915894","0.9579893946647644,0.2987131178379059,-0.31154128909111023,-0.08750644326210022,-0.9494373202323914,-0.6940956115722656,-0.9237809777259827,-0.5320636034011841,-0.23075434565544128,-0.25564709305763245,0.009773843921720982,1.0700831413269043,0.8649851679801941,0.1644754707813263,0.15012013912200928,-0.8148942589759827","-1.0465649366378784,-0.5928447246551514,-0.997848391532898,-1.9857702255249023,-0.41752639412879944,-1.0167851448059082,-0.6606507897377014,-0.23457226157188416,-0.08124507963657379,0.03848451003432274,0.07391469180583954,1.7803667783737183,0.7325801253318787,0.07757988572120667,0.5566509366035461,1.3857477903366089","-2.244166135787964,-3.2229249477386475,-3.0909781455993652,-2.4245240688323975,-2.2905919551849365,-2.2482895851135254,-1.9141463041305542,-0.5117523670196533,-0.1270599663257599,0.004123340360820293,0.20723603665828705,1.581682801246643,2.113593816757202,3.216052770614624,3.467271089553833,3.6305248737335205",27,196,83,male
22.07.2024 20:31,Dip,"1.7892330884933472,3.6532418727874756,2.750549554824829,6.26440954208374,9.555737495422363,12.727423667907715,8.063214302062988,11.079965591430664,9.856036186218262,8.405387878417969,3.7663028240203857,4.167100429534912,2.888735055923462,2.2097716331481934,2.7553353309631348","9.976275444030762,8.007580757141113,7.58943510055542,5.20379114151001,3.2955150604248047,-4.863411903381348,-8.595019340515137,-6.4187469482421875,-0.6759724020957947,4.009772777557373,7.390232563018799,6.787241458892822,9.366703987121582,10.203594207763672,9.262018203735352","-0.7010970115661621,0.7615157961845398,-0.9026923179626465,-0.19262222945690155,-1.0911271572113037,0.8877372145652771,2.7840490341186523,1.975873351097107,1.0498509407043457,-0.778863787651062,0.038285162299871445,-0.9080761671066284,-1.6630117893218994,-0.17347964644432068,-0.06939185410737991","0.12476922571659088,0.2344195395708084,0.22021691501140594,1.122159481048584,0.24526239931583405,-0.42959097027778625,-0.7866417169570923,-0.4314235746860504,-0.15073099732398987,-0.22831088304519653,-0.41890084743499756,-0.1837177276611328,0.2649627923965454,0.8825475573539734,0.612850546836853","1.01617431640625,-0.2021963894367218,-0.7324274182319641,-0.4144720733165741,-1.030071496963501,-1.1774427890777588,-1.3753631114959717,-0.8393288254737854,-0.588263213634491,0.04963280260562897,0.10766500234603882,-0.18768835067749023,0.40485092997550964,0.8292495608329773,0.22510384023189545","1.806328535079956,0.2958115041255951,-1.2049317359924316,-2.735759973526001,-3.2766811847686768,-2.8460211753845215,-2.5450172424316406,-2.191326379776001,-1.8753563165664673,-0.5093088746070862,-0.02076941914856434,0.0019853119738399982,0.7542658448219299,2.0274617671966553,2.872746467590332",27,196,83,male
22.07.2024 20:31,Dip,"1.7700905799865723,2.9114668369293213,2.7074787616729736,7.1886372566223145,11.848061561584473,8.69791030883789,9.125029563903809,10.296316146850586,8.584251403808594,7.967501163482666,3.551547050476074,3.356531858444214,0.8608179688453674,0.9930213689804077,-0.06819544732570648","9.540184020996094,7.87777042388916,8.11525821685791,5.020142078399658,0.03170489892363548,-5.354538917541504,-9.108877182006836,-4.17726993560791,4.214957237243652,3.706482172012329,5.923432350158691,7.707880020141602,9.940383911132812,9.452845573425293,10.036694526672363","0.05563312768936157,0.38644084334373474,-1.2999008893966675,-0.5000999569892883,0.5982056856155396,3.373281717300415,3.005385160446167,1.1330015659332275,0.4731806814670563,-0.45643091201782227,-3.3984062671661377,-1.461416482925415,-0.735194742679596,-0.5748756527900696,0.7728816866874695","0.17516560852527618,-0.5190827250480652,-0.24908030033111572,0.5858197808265686,0.9376781582832336,0.08567385375499725,-0.1866193264722824,-0.34055736660957336,-0.4437935948371887,-0.4147774875164032,-0.3286454975605011,-0.3724750876426697,-0.09224065393209457,0.029168816283345222,0.4524984359741211","0.5748242139816284,1.6409367322921753,0.19853121042251587,-0.6258314251899719,-0.8941540122032166,-0.9466884136199951,-1.416596531867981,-1.1501065492630005,-0.5442809462547302,-0.3162754774093628,-0.11713340878486633,-0.5195409059524536,0.004581489134579897,0.34605515003204346,1.0523680448532104","3.575546979904175,2.861598253250122,1.3303117752075195,-1.4492777585983276,-2.8736627101898193,-3.5301902294158936,-3.1135802268981934,-2.501798629760742,-2.165822744369507,-1.744783878326416,-0.10751228034496307,0.11575896292924881,-0.15851953625679016,-0.20525072515010834,0.9482156038284302",27,196,83,male
